ID,名称,年代,规格,简介,图片url
936,清康熙素三彩龙纹瓷盘,清康熙,高2.6，口径13，底径7.8  厘米,敞口，弧腹，圈足，内外均饰黄地素三彩，盘心为双龙戏珠，外壁为葡萄纹。,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：16756-A-01.jpg
937,清康熙黄地绿彩瑞果纹瓷碗,清康熙,高6.2，口径11.5，底径4.8  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：16848-A-01.jpg
938,清雍正青釉暗刻海水蝙蝠纹瓷碗,清雍正,高5，口径12，底径4.3  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：17148-A-01.jpg
939,清康熙祭蓝釉暗龙纹瓷盘,清康熙,高4.2，口径25，底径15.7  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：17195-A-01.jpg
940,清乾隆青花折枝花果纹蒜头瓶,清乾隆,高28.2，口径3.7，底径8.7  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：17518-A-01.jpg
941,清雍正黄地绿彩折枝花卉纹瓷盘,清雍正,高3.2，口径15.7，底径10  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：17809-A-01.jpg
942,清乾隆青花云龙纹瓷碗,清乾隆,高6.5，口径14.5，底径5.3  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：17823-A-01.jpg
943,清乾隆青花折枝花果纹梅瓶,清乾隆,高33，口径7，底径13.4  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：17834-A-01.jpg
944,清乾隆青花缠枝忍冬纹贯耳瓶,清乾隆,高19.4，口径5.5，底径6.6  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：17928-A-01.jpg
945,清乾隆青花缠枝牡丹纹贯耳瓶,清乾隆,高51，口径18.3，底径22  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：17945-A-01.jpg
946,清乾隆青花花卉纹六棱贯耳瓶,清乾隆,高44.9，口径14.4×18.5，底径14.2×19.1  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：17976-A-01.jpg
947,清康熙黄釉暗龙纹瓷碗,清康熙,高6.8，口径15.5，底径6  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：18156-A-01.jpg
948,清康熙黄地绿彩云龙纹瓷碗,清康熙,高7，口径14.7，底径6  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：18274-A-01.jpg
949,清雍正豆青釉印花八吉祥纹瓷碗,清雍正,高8.5，口径22.5，底径9.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：18375-A-01.jpg
950,清雍正祭红釉瓷碗,清雍正,高6.6，口径15.1，底径5.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：18455-A-01.jpg
951,清雍正黄釉暗刻花卉纹瓷盘,清雍正,高4，口径20.5，底径13  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：18726-A-01.jpg
952,清雍正黄釉暗刻八吉祥纹瓷盘,清雍正,高4，口径20.5，底径13  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：18729-A-01.jpg
953,清雍正黄釉瓷盘,清雍正,高4.3，口径20.6，底径13.2  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：18741-A-01.jpg
954,清乾隆祭蓝釉瓷碗,清乾隆,高6，口径15，底径5.2  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：18916-A-01.jpg
955,清乾隆白釉瓷碗,清乾隆,高5.8，口径11，底径4.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：19011-A-01.jpg
956,清乾隆白釉瓷碗,清乾隆,高6.2，口径11，底径4.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：19046-A-01.jpg
957,清康熙青花团凤纹瓷盅,清康熙,高5.6，口径8.9，底径3.9  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：19441-A-01.jpg
958,清雍正青花龙凤纹印泥盒,清雍正,高4，口径6.4，底径3.2  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：19491-A-01.jpg
959,清雍正淡描青花折枝花卉纹瓷盘,清雍正,高3.7，口径20.5，底径13  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：19667-A-01.jpg
960,清乾隆素三彩龙纹瓷盘,清乾隆,高3，口径14.2，底径8.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：19906-A-01.jpg
961,清康熙青花缠枝双犄牡丹纹瓷碗,清康熙,高6，口径11.7，底径5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：20143-A-01.jpg
962,清乾隆青花缠枝花卉纹瓷盘,清乾隆,高3.2，口径13.5，底径8.6  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：20239-A-01.jpg
963,清康熙外矾红内青花莲鹤纹瓷碗,清康熙,高6，口径11.5，底径4.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：20458-A-01.jpg
964,清乾隆祭红釉瓷盘,清乾隆,高4.5，口径20.8，底径13.4  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：20762-A-01.jpg
965,清雍正青花折枝花卉纹折沿瓷碗,清雍正,高8.7，口径26.3，底径9.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：20796-A-01.jpg
966,清乾隆青花竹石芭蕉纹玉壶春瓶,清乾隆,高28.8，口径8.2，底径11.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：20889-A-01.jpg
967,清乾隆青花贯套纹瓷盅,清乾隆,高4.6，口径8.7，底径3.7  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：20897-A-01.jpg
968,清乾隆斗彩云龙纹盖罐,清乾隆,高21，口径6.5，底径8  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：20962-A-01.jpg
969,清嘉庆粉彩八吉祥纹瓷盅,清嘉庆,高6.6，口径10.8，底径4.1  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：20976-A-01.jpg
970,清康熙素三彩虎皮斑釉瓷碗,清康熙,高5.5，口径12.5，底径5.9  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：21112-A-01.jpg
971,清康熙素三彩龙纹瓷碟,清康熙,高2.5，口径10.6，底径7  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：21655-A-01.jpg
972,清雍正白釉瓷盘,清雍正,高4.2，口径21，底径13.2  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：21869-A-01.jpg
973,清雍正青花莲托梵文瓷碗,清雍正,高3.8，口径9.2，底径5.4  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：21908-A-01.jpg
974,清乾隆祭蓝釉爵杯,清乾隆,高10.8，口径12.3×5.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：22105-A-01.jpg
975,清康熙蓝地白花云龙纹瓷碗,清康熙,高6.3，口径13.2，底径5.9  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：22142-A-01.jpg
976,清雍正绿釉瓷碗,清雍正,高5.4，口径11.5，底径4.3  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：22206-A-01.jpg
977,清雍正绿釉暗刻龙凤纹瓷碗,清雍正,高5.3，口径10，底径4.2  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：22236-A-01.jpg
978,清雍正绿釉暗刻灵芝团寿纹瓷碗,清雍正,高5.5，口径11.2，底径4.3  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：22267-A-01.jpg
979,清乾隆祭蓝釉天球瓶,清乾隆,高62，口径11.7，底径17.8  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：22401-A-01.jpg
980,清乾隆黄地绿彩折枝花卉纹瓷盘,清乾隆,高5，口径26.6，底径17.2  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：22418-A-01.jpg
981,清祭红釉高足瓷碗,清,高12.5，口径19.1，底径8  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：22729-A-01.jpg
982,清乾隆青花莲托八宝纹高足碗,清乾隆,高10.5，口径18.6，底径7.2  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：22736-A-01.jpg
983,无标题,无年代,无尺寸,无简介,无图片
984,明青釉高足碗,明,高10.6，口径12.7，底径4.3  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：22991-A-01.jpg
985,清雍正淡描青花云蝠纹瓷碗,清雍正,高4.5，口径10，底径3.6  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：23002-A-01.jpg
986,清乾隆黄釉描金瓷爵杯,清乾隆,高16.2，口径17.7×7.2  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：23052-A-01.jpg
987,无标题,无年代,无尺寸,无简介,无图片
988,清雍正祭蓝釉瓷盘,清雍正,高3.7，口径16，底径9  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：23190-A-01.jpg
989,清乾隆白釉瓷碗,清乾隆,高11.2，口径20.4，底径9.1  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：23430-A-01.jpg
990,清康熙素三彩龙纹瓷盘,清康熙,高2.6，口径13，底径7.8  厘米,敞口，弧腹，圈足，内外均饰黄地素三彩，盘心为双龙戏珠，外壁为折枝葡萄纹。,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：23666-A-01.jpg
991,清乾隆青花梵文高足碗,清乾隆,高11，口径16，底径4.7  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：23803-A-01.jpg
992,清康熙黄釉瓷碗,清康熙,高6.2，口径12.7，底径5.1  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：23867-A-01.jpg
993,清雍正斗彩缠枝莲纹瓷碗,清雍正,高7，口径14.5，底径5.3  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：24007-A-01.jpg
994,清雍正白釉瓷碗,清雍正,高5.5，口径12.1，底径4.8  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：24194-A-01.jpg
995,清雍正白釉瓷碗,清雍正,高6.2，口径12.7，底径5.2  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：24331-A-01.jpg
996,清雍正天青釉瓷盘,清雍正,高4，口径20.6，底径13  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：24534-A-01.jpg
997,清乾隆青花云龙纹瓷碗,清乾隆,高6，口径11，底径4  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：24680-A-01.jpg
998,清雍正天青釉瓷盘,清雍正,高2.8，口径13，底径8  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：24856-A-01.jpg
999,清康熙酱釉瓷碗,清康熙,高5.1，口径12.9，底径6.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：25390-A-01.jpg
1000,清雍正青花云龙纹瓷碗,清雍正,高6.5，口径14.5，底径5.4  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：25404-A-01.jpg
1001,清乾隆仿汝釉高足盘,清乾隆,高8.3，口径17.5，底径8.2  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：25449-A-01.jpg
1002,清乾隆豆青釉印花高足盘,清乾隆,高8.2，口径17.5，底径8.6  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：25453-A-01.jpg
1003,清雍正豆青釉暗刻团寿纹瓷盘,清雍正,高3.8，口径20.9，底径12.7  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：25653-A-01.jpg
1004,清康熙青花团龙纹瓷盅,清康熙,高5.8，口径9.3，底径4.1  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：25677-A-01.jpg
1005,清康熙青花团凤纹瓷盅,清康熙,高5.6，口径8.9，底径3.9  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：25728-A-01.jpg
1006,清雍正青花缠枝花卉纹瓷碗,清雍正,高5，口径12，底径4.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：25853-A-01.jpg
1007,Blue-and-white Appreciation Vase with Patterns of Flowers with Tangled Branches,"Qianlong Reign, Qing Dynasty",different kinds of blue-and-white appreciation bottle with patterns of tangled branches and flowers,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：25901-A-01.jpg
1008,清乾隆青花双犄牡丹纹瓷碗,清乾隆,高6，口径11，底径4  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：26152-A-01.jpg
1009,清雍正青花缠枝花卉纹瓷碗,清雍正,高6.2，口径15.5，底径5.4  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：26722-A-01.jpg
1010,清乾隆淡黄釉瓷碗,清乾隆,高5.6，口径11，底径4.3  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：27029-A-01.jpg
1011,清乾隆黄釉瓷碗,清乾隆,高5.7，口径11，底径4.3  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：27059-A-01.jpg
1012,清乾隆祭蓝釉瓷盘,清乾隆,高6.5，口径33，底径22.3  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：27089-A-01.jpg
1013,清黄釉瓷盘,清,高4.7，口径20，底径11.1  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：27451-A-01.jpg
1014,清康熙黄釉暗刻贯套纹瓷碗,清康熙,高5.4，口径10.6，底径3.4  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：27734-A-01.jpg
1015,清嘉庆青花缠枝莲托梵文高足杯,清嘉庆,高8.6，口径7.4，底径5.1  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：27741-A-01.jpg
1016,清乾隆青花云鹤纹瓷爵托,清乾隆,高5，口径16，底径11.8  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：27866-A-01.jpg
1017,清雍正黄釉瓷碗,清雍正,高6.8，口径15.2，底径6.2  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：27915-A-01.jpg
1018,清乾隆仿汝釉瓷瓶,清乾隆,高27，口径7，底径7  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：27941-A-01.jpg
1019,清乾隆青釉鼓式瓷罐,清乾隆,高16.5，口径7.5，底径8  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：28079-A-01.jpg
1020,清乾隆白釉印花爵杯,清乾隆,高18，长口径17.7，短口径7  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：28239-A-01.jpg
1021,清康熙青花缠枝莲托八宝纹瓷盘,清康熙,高3.3，口径12，底径9  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：28749-A-01.jpg
1022,清乾隆黄地红彩龙纹瓷碗,清乾隆,高5.5，口径12，底径4.9  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：29016-A-01.jpg
1023,清乾隆青花八宝纹双耳扁瓶,清乾隆,高50，口径8.3，底径16.2×12  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：29050-A-01.jpg
1024,清乾隆斗彩夔凤花卉纹瓷盘,清乾隆,高3.8，口径19，底径12.2  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：29188-A-01.jpg
1025,清乾隆绿地紫龙纹瓷碗,清乾隆,高5.7，口径11.3，底径4.1  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：29224-A-01.jpg
1026,清乾隆红彩御题诗瓷碗,清乾隆,高5.6，口径10.8，底径4.8  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：29290-A-01.jpg
1027,清乾隆青花串枝花卉纹棒槌瓶,清乾隆,高30.7，口径4，底径8.1  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：29345-A-01.jpg
1028,清雍正紫釉暗刻八吉祥纹瓷盘,清雍正,高3.3，口径15.7，底径10  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：29422-A-01.jpg
1029,清乾隆青花八仙人物纹瓷碗,清乾隆,高4.8，口径11，底径4  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：29495-A-01.jpg
1030,清康熙素三彩花蝶纹瓷碗,清康熙,高6.8，口径15，底径6.7  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：29525-A-01.jpg
1031,清康熙青花夔龙纹折沿瓷盘,清康熙,高6.5，口径38.1，底径27.7  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：29799-A-01.jpg
1032,清乾隆粉彩八吉祥纹瓷盅,清乾隆,高6.5，口径10.6，底径4.2  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：29854-A-01.jpg
1033,清雍正青花缠枝莲纹托梵文高足杯,清雍正,高7.1，口径6.3，底径4.3  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：29935-A-01.jpg
1034,清雍正绿釉暗刻松鹤纹瓷盘,清雍正,高3，口径13.1，底径8  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：29953-A-01.jpg
1035,清康熙黄地蓝彩龙纹瓷碗,清康熙,高5.7，口径13，底径5.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：30001-A-01.jpg
1036,清乾隆仿汝釉直口瓶,清乾隆,高26.8，口径5.2，底径10.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：30470-A-01.jpg
1037,清乾隆仿汝釉直口瓶,清乾隆,高26.8，口径5.2，底径10.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：30471-A-01.jpg
1038,清雍正斗彩贯套寿字纹瓷盘,清雍正,高3.8，口径15.5，底径9.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：30811-A-01.jpg
1039,清雍正斗彩花蝶纹瓷碗,清雍正,高6.5，口径14.5，底径6  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：31336-A-01.jpg
1040,清嘉庆斗彩团花纹平底瓷碗,清嘉庆,高6.8，口径15.5，底径9.5  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/10\2.0：31349-A-01.jpg
