名称,年代,规格,简介,图片url
-【清】绿釉兔形水注-,清,无尺寸,瓷质。兔子造型，兔蹲坐于地，昂首侧身视远方，口含灵芝，背身有一进水孔。整器施绿釉，间以黄釉着色枯叶装饰，黄绿色彩搭配恰到好处，并采用堆贴、塑捏、刻划等多种手法，充分体现了古代人高超的造型技艺，原苏州虎丘大队一小队出土。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0207.jpg
-【唐】玉龟书镇-,唐,无尺寸,龟以白玉琢成，微黄并有棕黄色玉络。其形为头前伸上昂，唇鼻上翘，双目圆瞪，顶生独角后垂，隆背，肩微耸，五爪四足内向抱胸，后尾左上翘于背。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0134.jpg
-【明】白玉云龙纹方洗-,明,无尺寸,玉质。直口，平底。上口沿刻回纹一周，外壁通雕云龙纹，洗内及底素面。玉有沁色。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0057.jpg
-【清】荷叶形铜炉-,清,口径13.6厘米 高10.7厘米,该器为莲花式炉，口沿厚唇且外侈，左右起桥耳。束颈，腹呈六瓣莲花式，丰腴端庄，向下渐收成平底，下具三短足。外底为阳文“宣德年制”四字楷书方款。皮壳栗色，包浆丰厚、自然，沉重压手。内膛麻沙质感，符合晚明清初铸炉特征。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_67.jpg
-【清】曹素功紫玉光墨-,清,无尺寸,"五锭，有长方形，委角长方形两种形状。墨面额间嵌珍珠一颗，下阴文楷书填金紫玉光。墨背雕竹石、蝴蝶、蝙蝠、灵芝、松枝、仙鹤等，并有填金、填蓝等装饰。何澄子女捐赠。
曹素功墨品有十八种，紫玉光墨为第一，乃康熙皇帝南巡时赐名。",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0078.jpg
-【清】桥形耳三足雨雪金铜炉-,清,口径12.4厘米 高8厘米,此炉圆唇，口沿外撇，颈部略收，口沿之上起双桥耳斜立，两耳纤细流畅，腹部圆鼓，炉壁厚薄均匀，下承三足。外底部施以阳文“大明宣德年制”六字楷书款，“德”字有一横。皮色雨雪金。周身素面无纹，简洁雅致。可称清代桥耳之标准器也。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_50.jpg
-【清】曹素功百寿墨-,清,无尺寸,长方柱形。墨体四面均阴文篆书填金三行寿字，左右两行八字，中间九字，共一百字。墨顶阴文楷书填金曹素功制。何澄子女捐赠。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0082.jpg
-【清】雕漆方果盒-,清 ,高10.2厘米 口径29.2厘米,盒为方形棱角，子母口，漆色呈枣皮红，盒正面开光，线框内剔刻麻姑献寿图，边线以一道回纹与莲花瓣纹装饰，盖肩底腹四面剔刻轮、螺、伞、肠、花、罐、鱼、盖八宝图案，圈足刻回纹与盖上所刻回纹相呼应。内侧与底部涂黑漆。此雕漆果盒采用吉祥如意图案，浮雕立体感强，刀锋圆润，融多种雕漆技法于一体，规整端庄、朴实典雅，是一件不可多得的佳作。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207170934UlaHuN.jpg
-【清】 蝉形玉琀-,清 ,长 4.6厘米,此蝉形白玉玉含，造型略扁，头呈弧形，凸眼似钉帽，背部刻划双翼。上腹部有两条交叉的弧线，表示蝉的鸣腔，下腹部以弧形横线，表示蝉的腹节。造型准确，纹饰简洁。玉蝉琢磨精细，尤其是坡形线磨得光滑圆润。玉蝉的线条凝练挺拔，走刀处见棱见锋，表现出匠师高超的造型能力，显示出“汉八刀”的底蕴。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207140505O919rq.jpg
-【清】犀角荷叶杯-,清  ,口径11.1-7.4 厘米 高3.8厘米,此杯利用犀角原形，剔去少许，雕成一只敞口收足的荷叶形酒杯，荷叶边沿或外卷或内折，自然生动。口沿一侧雕一柳叶形虫蛭，杯内壁阴刻荷叶筋络，杯外壁起线刻荷叶筋络，并与杯内壁的叶筋一一呼应。外壁一侧叶筋间隙处阳刻草书三行：“恩从黄甲醉，听荷索羅深”，外壁另一侧雕有六足双钳水虫一只。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207164610NqKDOP.jpg
-【战国】铜削-,-【战国】铜削-,长21.3厘米 刃长12.3厘米 宽1.9厘米,环形把手，单面刃，刃尖有磨损。在纸张大量使用之前，以竹简木牍为主要书写材料，铜销用于修治简牍。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0133.jpg
-【清】黄玉书镇-,清 ,长 8厘米 宽 5.7厘米 高 2.8 厘米,书镇为不规则卵形，玉质细密，温莹润泽，色呈淡黄，内有黑斑，带红色斑点。随形浮雕云龙戏珠，云头重重，龙身隐掩其中，龙首及前胸、左腿、右爪则拨云而出，且左右爪腿一前一后极尽开张之势，表现了龙的矫腾舞虬之姿。龙首短而方，毛发杂生，并有锯齿形腮须，眼如“虾米”外凸 ，龙须左右飘拂。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207150736ylS5go.jpg
-【清】狮耳圈足雨雪金铜炉-,清,口径14.1厘米 高7.4厘米,此炉口沿方中带圆，虽曲折有度，但不失流线动感。束颈，腹部鼓垂，圈足外撤。底款施以阳文“大明宣德年制”六字楷书，端正工整，铸造清晰，皮作棠梨色，光滑亮泽其身两侧的狮耳硕大，纵向几乎占炉身的三分之二，其精细入微的工艺，可谓此炉最大的亮点。以高浮雕铸成，雄狮额头脸面多处突起，表现出肌肉骨骼的质感。眉毛由三部分曲卷合成，加以阴刻毛丝。两目有神，阔鼻大口，獠牙外露，鬃毛刻画流畅，一气呵成，威风凛凛。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_45.jpg
-【清】冲天耳三足铜炉-,清,口径8.8厘米 高6.5厘米,圆唇，口微侈，束颈圆鼓腹，圈底渐收，下承三乳足。外底施以阳文“允中家藏”四字篆书款。“允中家藏”为私铸款皮色黑中带青。该炉整体线条柔软富于变化，腹部与三足过度自然。耳较其他炉小巧精致，有压手感。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_61.jpg
-【清】雕瓷象牙色人物笔筒-,清,无尺寸,胎质坚硬细腻，晶莹结白。直口，筒形腹，底内凹呈浅圈足，器壁厚重，故口沿及足端面均较宽。在高温烧成的涩胎上施黄釉，再以低温二次烧成，釉色娇柔淡雅，釉面洁净，好似象牙的呈色。八仙观太极图剔划而成，人物均凸出器表，且有前后深浅之变化。八仙姿态各异，刻画得栩栩如生，衣纹皱福也表现得飘逸自如，充分体现了制瓷工匠高超的雕刻技艺。器底有『陈国治作』阴文楷书刻款。旁并有『觉圆珍玩道光丁未岭海冯子良志』墨铭。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0037.jpg
-【清】绿釉兔形水注-,清,无尺寸,瓷质。兔子造型，兔蹲坐于地，昂首侧身视远方，口含灵芝，背身有一进水孔。整器施绿釉，间以黄釉着色枯叶装饰，黄绿色彩搭配恰到好处，并采用堆贴、塑捏、刻划等多种手法，充分体现了古代人高超的造型技艺，原苏州虎丘大队一小队出土。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0207.jpg
-【唐】玉龟书镇-,唐,无尺寸,龟以白玉琢成，微黄并有棕黄色玉络。其形为头前伸上昂，唇鼻上翘，双目圆瞪，顶生独角后垂，隆背，肩微耸，五爪四足内向抱胸，后尾左上翘于背。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0134.jpg
-【明】白玉云龙纹方洗-,明,无尺寸,玉质。直口，平底。上口沿刻回纹一周，外壁通雕云龙纹，洗内及底素面。玉有沁色。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0057.jpg
-【明】竹刻人物搁臂-,明,无尺寸,"此器以留青浅浮雕的手法制成，松树斜向耸立，枝叶茂盛，松下站立一老人，天上悬挂一轮明月，树根处有两株灵芝，傍立两山石，组成月下老人图案。浅刻葫芦形阳文篆体朱三松三字印款。
搁臂又称秘阁、臂搁、腕枕。中国古代的书写格式，是自右向左，为防止臂沾墨，文人们发明了枕臂的臂搁。以竹制为多，一般将去节后的竹筒分劈成三块，然后在凸起的竹面上进行镌刻。",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0148.jpg
-【清】灵璧石笔架-,清,长15厘米 高5.6厘米    ,以天然灵璧石制成，石质细腻，包浆温润。以自然峰势为格，山形连横，奇峰突起，可承两笔。既可观赏把玩，亦可为文房笔架之用。原配木座。    ,https://file.szmuseum.com/WaterMark/文章管理缩略图/20230216141250VgKnsV.jpg
-【明】树根随形洗-,明,无尺寸,此笔以天然树根为材，将其掏空制成，保留了树根的整体形态。底为圈足，阴文行书恒轩归庄并钤字玄恭方印。归庄（1613~1673年）名祚明，字尔礼，又字玄恭，号恒轩，江苏昆山人。明代散文家归有光之曾孙，与同乡顾炎武齐名，有归奇顾怪之称。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0059.jpg
-【清】三足素圆炉-,清,口径9.54厘米 高4.5厘米,鬲式素圆炉，尖口折沿，卷唇，束颈，颈部有一条凹弦纹，鼓腹，三象足，微外撇。底款为珍珠地，阴印阳文楷书“宣德年制”四字圆款。藏经纸色，此器虽小，入手颇沉，非一般铜炉可比。 鬲炉本为礼器，合裆为腹，去耳平口，弦纹以颈，为历代文人雅士所好形制。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_79.jpg
-【民国】狮耳活环长方口香炉-,民国,口径长9.8厘米×7.9厘米 高7.4厘米,炉呈四方形，唇口直向下，颈部起三道凸弦纹束腰，垂腹渐收，下承圈足，圈足设二层台。肩颈部两端置铺首衔环耳一对，为活环。底署阳文“大明宣德年制”六字三行楷书款。皮为棠梨色。炉身虽小巧，铺首庄严稳重，颇有古风，包浆醇厚。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_144.jpg
-【清】桃形铜炉-, 清,口径5.5厘米 高5.6厘米,仿寿桃形造型，将枝干制作成三足，叶片为握手。既可用于熏香，也可做为暖手之物，是铜炉中别具情趣之器。此炉造型独特，铜色古朴，简洁大方，美观实用，匠心独运，十分雅致。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_81.jpg
-【清】景泰蓝三足双耳铜炉-,清,口径12.4厘米 高9.5厘米,平唇，侈口，溜肩，鼓腹，鬲足，足底部鎏金，竖耳。通体景泰蓝装饰，肩部饰一周缠枝花卉纹，腹底为葡萄卷云图案，葡萄果实饱满低垂，卷云连绵不绝，整体色彩绚丽，华而不俗。 景泰蓝，也叫“铜胎掐丝珐琅”，是传统的美术工艺品之一。对于景泰蓝的发展历史，众说纷纭。一说早在唐代就有此种工艺制作，一说据故宫博物院最早的存品系创于明宣德年间，到明景泰年间才广泛流行，用铜胎制成，当时以蓝釉最为出色，习惯称为“景泰蓝”。清代以后，远销国外。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_115.jpg
-【清】四峰形笔架-,清,长15.2厘米    ,铜质。自上而下山势渐起，形成大小不等的四峰，可承三笔。在极小的空间里以简练的手法营造出峰峦叠峙的意境，远近有致，为文房佳品。    ,https://file.szmuseum.com/WaterMark/文章管理缩略图/20230216141138wN3aGI.jpg
-【清】程公望此君墨-,清,无尺寸,"长方竹片形。墨面竹节式，阴文篆书青琅玕，其中青玕二字填蓝，琅字填金。黑背阴文行书此君，阳文行书清芬斋仿古。何澄子女捐赠。
程公望，清康熙时制墨名家，与明末程季元、程仲彝等墨家同署清芬斋，传世墨品罕见",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0093.jpg
-【清】紫檀木管乌龙水笔-,清,长25.2厘米 直径1厘米    ,笔管为紫檀木质，质地坚硬，花纹绚丽，色泽深沉古雅。笔管顶端婆金银质，浮雕龙首戏珠笔扣包嵌。笔套婆金银质，浮雕有粟米地云龙戏珠，并在龙腾的云气地上阴文楷书『乌龙水笔』。笔扣及笔套的龙首、龙身和火珠上，点填有孔雀蓝、孔雀绿法琅料。笔毫为兼毫，笋尖式。    ,https://file.szmuseum.com/WaterMark/文章管理缩略图/20230216140008N5bLIL.jpg
-【清】朱砂墨-,清,无尺寸,"长方形，四角微圆。墨面浮雕一五爪苍龙，周饰山字火焰云纹、灵芝云纹等，底端饰海水纹。墨背刻有八宝图。墨两侧及顶端刻有蝙蝠纹。整墨填金，雕刻精致，线条流畅，繁而不乱，富有立体感。
硃墨是用朱砂制成，呈朱红色，也称朱砂墨，多用于绘画。",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0114.jpg
-【民国】黑白玉根猫-,民国    ,高10.1厘米,猫以天然玉根雕琢而成，间以黑白纹巧作。玉猫前肢直立，后肢曲伏，头侧向左，两眼紧盯前方，两耳直竖，伫听四周，尾巴向左后肢前弯曲。此猫采用圆雕、浅雕、阴刻等手法，紧紧抓住猫的神态加以刻划，力求达到动静结合的境界。此玉猫造型逼真，栩栩如生，充满了浓厚的生活气息。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207134822BzzrMm.jpg
-【明】竹刻山石人物笔筒-,明,无尺寸,筒身雕刻成耸立奇峻的山体，山间挺立劲松，山下碎石草木错落有致，老者端坐于松下石间。平底，嵌三竹针支撑整器。此笔筒集圆雕、透雕等技法于一身，雕刻大刀阔斧，刀笔酣畅淋漓，画面生动活泼，极具表现力。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0027.jpg
-【清】双耳三足整花鎏金小乳炉-,清,口径8.5厘米 高6.6厘米,该器唇口，窄沿，口沿上立双冲天耳，鼓腹，下承三乳足。双耳、三足、口沿均鎏金，腹面黑底上雕凿鎏金缠枝莲花纹。莲花共七朵，花瓣中刻划出如丝花脉与莲瓣无异，除底部正中一朵外，其余六朵散布于器体之上，大小相间，形态各异，充分表现了莲花多姿多彩的生态之美。莲花之间穿插缠枝形如蔓草的枝茎，回绕有如卷云，上刻二三线状叶脉，虽然并非原本主花的枝叶，无写实意义，却倍感繁缛精美。三足饰鎏金莲花瓣纹，分别由十四朵向上翻起的莲花瓣构成。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_123.jpg
-【明】桥耳三足铜炉-,明,口径14.4厘米 高11.3厘米,此炉圆唇，口沿外撇，颈部略收，口沿之上起双桥耳斜立，两耳纤细流畅，腹部圆鼓，下承三足。外底部施以阳文“宣德年制”四字篆书款。该炉乳足园硕，体态优雅。炉平底滑，垂弧畅阔。壁薄坠手，声越成韵，绵长跌宕，凡闻者皆大悦。四字篆书款为铸炉完成后未曾修刀的最初形制。桥耳炉又称“凤眼耳”《宣德彝器图谱》载乃仿南宋将娘子制器而铸。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_22.jpg
